Type,Identification,Field,Locale,Status,Default content,Translated content
METAFIELD,'20169347334192,value,fr,,1- Remove container lid and put aside. 2- Remove and discard freshness seal. 3- Put the lid back on the container. 4- Adjust to desired level of absorption and scent intensity.,
METAFIELD,'20169347366960,value,fr,,"Natural plant-derived fragrance, Activated carbon (air purifier)Resin (odor neutralizing and fragrance releaser)",
METAFIELD,'20169347399728,value,fr,,626232152142,
METAFIELD,'20169347432496,value,fr,,137379,
METAFIELD,'20169347465264,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169347498032,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169347530800,value,fr,,"This detoxifying Natural Air Purifier for baby will deliver a safe, natural and comforting sweet apple scent that will last up to six weeks. ",
METAFIELD,'20169347563568,value,fr,,Canada,
METAFIELD,'20169347694640,value,fr,,Attitude,
METAFIELD,'20169347760176,value,fr,,227.0g,
METAFIELD,'20169347825712,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169347858480,value,fr,,"Using plant-based extracts, it’ll fill your room with the tropical aroma of passion fruit for relaxation, zen and wondering

Enjoy for up to six weeks (depending on room size)

Traps air pollutants and releases natural fragrances.

",
METAFIELD,'20169347891248,value,fr,,"1- Remove container lid and put aside.
2- Remove and discard freshness seal.
3- Put the lid back on the container.
4- Adjust vents to desired level of absorption and scent intensity.",
METAFIELD,'20169347924016,value,fr,,"Natural plant-derived fragrance, Activated carbon (air purifier)Resin (odor neutralizing and fragrance releaser)",
METAFIELD,'20169347956784,value,fr,,626232152296,
METAFIELD,'20169347989552,value,fr,,137380,
METAFIELD,'20169348022320,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169348055088,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169348087856,value,fr,,"Using plant-based extracts, it’ll fill your room with the tropical aroma of passion fruit for relaxation, zen and wondering. Enjoy for up to six weeks (depending on room size).",
METAFIELD,'20169348120624,value,fr,,Canada,
METAFIELD,'20169348251696,value,fr,,Attitude,
METAFIELD,'20169348284464,value,fr,,227.0g,
METAFIELD,'20169348317232,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169348350000,value,fr,,"This detoxifying Natural Air Purifier for baby will deliver a safe, natural and comforting Orange Pomegranate scent that will last up to six weeks

Natural Air Purifier naturally absorbs air pollutants and contaminants.

Air Purifier lightly infused with a comforting natural scent.

",
METAFIELD,'20169348382768,value,fr,,1- Remove container lid and put aside. 2- Remove and discard freshness seal. 3- Put the lid back on the container. 4- Adjust to desired level of absorption and scent intensity.,
METAFIELD,'20169348415536,value,fr,,"Natural plant-derived fragrance, Activated carbon (air purifier)Resin (odor neutralizing and fragrance releaser)",
METAFIELD,'20169348448304,value,fr,,626232152111,
METAFIELD,'20169348481072,value,fr,,137381,
METAFIELD,'20169348513840,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169348546608,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169348579376,value,fr,,"This detoxifying Natural Air Purifier for baby will deliver a safe, natural and comforting Orange Pomegranate scent that will last up to six weeks. ",
METAFIELD,'20169348612144,value,fr,,Canada,
METAFIELD,'20169348644912,value,fr,,Attitude,
METAFIELD,'20169348677680,value,fr,,227.0g,
METAFIELD,'20169348710448,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169348743216,value,fr,,"Did you know charcoal is one of nature’s most powerful filters? Who knew something so dirty could make living so clean? Breathe easier knowing ATTITUDE’s Natural Air Purifiers use activated carbon from charcoal for a worry-free way to clean your home of odours and pollutants

Traps air pollutants and releases natural fragrances.

Contains activated carbon to trap particulate matter and other air pollutants.

",
METAFIELD,'20169348775984,value,fr,,1- Remove container lid and put aside. 2- Remove and discard freshness seal. 3- Put the lid back on the container. 4- Adjust to desired level of absorption and scent intensity.,
METAFIELD,'20169348808752,value,fr,,"Natural plant-derived fragrance, Activated carbon (air purifier)Resin (odor neutralizing and fragrance releaser)",
METAFIELD,'20169348841520,value,fr,,626232152258,
METAFIELD,'20169348874288,value,fr,,137382,
METAFIELD,'20169348907056,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169348939824,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169348972592,value,fr,,"Using plant-based extracts, it’ll fill your room with the subtle aroma of coriander and olive for relaxation, zen and wondering. Enjoy for up to six weeks (depending on room size).",
METAFIELD,'20169349005360,value,fr,,Canada,
METAFIELD,'20169349038128,value,fr,,Attitude,
METAFIELD,'20169349070896,value,fr,,227.0g,
METAFIELD,'20169349103664,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169349136432,value,fr,,"Traps air pollutants and releases natural fragrances

Contains activated carbon to trap particulate matter and other air pollutants.

Contains resin to neutralize odors (not mask them) for a long-lasting effect.

",
METAFIELD,'20169349169200,value,fr,,1- Remove container lid and put aside. 2- Remove and discard freshness seal. 3- Put the lid back on the container. 4- Adjust to desired level of absorption and scent intensity.,
METAFIELD,'20169349201968,value,fr,,"Natural plant-derived fragrance, Activated carbon (air purifier)Resin (odor neutralizing and fragrance releaser)",
METAFIELD,'20169349234736,value,fr,,626232152241,
METAFIELD,'20169349267504,value,fr,,137383,
METAFIELD,'20169349300272,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169349333040,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169349365808,value,fr,,"Using plant-based extracts, it’ll fill your room with the tropical aroma of passion fruit for relaxation, zen and wondering. Enjoy for up to six weeks (depending on room size)..",
METAFIELD,'20169349398576,value,fr,,Canada,
METAFIELD,'20169349431344,value,fr,,Attitude,
METAFIELD,'20169349464112,value,fr,,8.5g,
METAFIELD,'20169349496880,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169349529648,value,fr,,"Innovative biodegradable packaging.

Clean high-performance formula.

Offers tender loving care to both lips and the planet.

With softening soybean oi.

",
METAFIELD,'20169349562416,value,fr,,"helianthus annuus (sunflower) seed oil, cocos nucifera (coconut) oil, butyrospermum parkii (shea) butter, helianthus annuus (sunflower) seed wax, behenyl behenate, ricinus communis (castor) seed oil, coco caprylate/caprate, polyhydroxystearic acid, glycine soja (soybean) oil, eurphobia cerifera (candelilla) wax, caprylic/capric triglyceride, rosmarinus officinalis (rosemary) leaf extract, gamma-octalactone*, gamma-nonalactone*, vanillin*, ethyl hexanoate*, ethyl acetate*, *flavour (arôme).",
METAFIELD,'20169349595184,value,fr,,626232119817,
METAFIELD,'20169349627952,value,fr,,137384,
METAFIELD,'20169349660720,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169349693488,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169349726256,value,fr,,"Packed with hydrating and nourishing actives, shea butter and coconut oil, our new lip balms are an ideal complement to a zero-plastic body care routine.",
METAFIELD,'20169349759024,value,fr,,Canada,
METAFIELD,'20169349791792,value,fr,,Attitude,
METAFIELD,'20169349824560,value,fr,,300.0ct,
METAFIELD,'20169349857328,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169349890096,value,fr,,"This product replaces traditional dryer sheets for up to 300 loads and prevents your clothes from giving you a jolt! Less static, less waste, less wrinkling — plus, we only use hypoallergenic, sustainable ingredients so you can dry away with less worry!

Natural reusable dryer cloths for up to 300 loads.

PETA Certified: 100% vegan and cruelty-free.

",
METAFIELD,'20169349922864,value,fr,,Toss a sheet in your dryer with your laundry; that's it! / Mettez une feuille dans votre sécheuse avec votre linge; c'est tout!,
METAFIELD,'20169349955632,value,fr,,"99% Polyester, 1% Nylon",
METAFIELD,'20169349988400,value,fr,,626232124002,
METAFIELD,'20169350021168,value,fr,,137385,
METAFIELD,'20169350053936,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169350086704,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169350119472,value,fr,,"This product replaces traditional dryer sheets for up to 300 loads and prevents your clothes from giving you a jolt! Less static, less waste, less wrinkling — plus, we only use hypoallergenic, sustainable ingredients so you can dry away with less worry!",
METAFIELD,'20169350152240,value,fr,,Canada,
METAFIELD,'20169350185008,value,fr,,Attitude,
METAFIELD,'20169350217776,value,fr,,8.5g,
METAFIELD,'20169350250544,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169350283312,value,fr,,"Innovative biodegradable packaging.

Clean high-performance formula.

Offers tender loving care to both lips and the planet.

With sunflower oil to nourish and soften.

",
METAFIELD,'20169350316080,value,fr,,"helianthus annuus (sunflower) seed oil, cocos nucifera (coconut) oil, butyrospermum parkii (shea) butter, helianthus annuus (sunflower) seed wax, behenyl behenate, ricinus communis (castor) seed oil, coco caprylate/caprate, polyhydroxystearic acid, vitis vinifera (grape) seed oil, eurphobia cerifera (candelilla) wax, caprylic/capric triglyceride, rosmarinus officinalis (rosemary) leaf extract, ethyl butyrate*, ethyl 2-methylbutyrate*, ethyl acetate*, dimethyl heptenal*, ethyl isovalerate*, *flavour (arôme).",
METAFIELD,'20169350348848,value,fr,,626232119824,
METAFIELD,'20169350381616,value,fr,,137386,
METAFIELD,'20169350414384,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169350447152,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169350479920,value,fr,,"Packed with hydrating and nourishing actives, shea butter and coconut oil, our new lip balms are an ideal complement to a zero-plastic body care routine.",
METAFIELD,'20169350512688,value,fr,,Canada,
METAFIELD,'20169350578224,value,fr,,Attitude,
METAFIELD,'20169350610992,value,fr,,8.5g,
METAFIELD,'20169350643760,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169350676528,value,fr,,"Relieves tight skin, moisturizes and refreshes.

Unique gel stick formula, smooth and easy to apply .

Made with gentle natural and mineral ingredients.

With spf 15, nourishing olive oil non-nano zinc oxide  for broad-spectrum sun protection.

",
METAFIELD,'20169350709296,value,fr,,"Active ingredient: Zinc oxide (10%). Inactive ingredients / Ingrédients non actifs : cocos nucifera (coconut) oil, butyrospermum parkii (shea) butter, helianthus annuus (sunflower) seed oil, polyhydroxystearic acid, helianthus annuus (sunflower) seed wax, behenyl behenate, caprylic/capric triglyceride, ricinus communis (castor) seed oil, argania spinosa (argan) kernel oil, euphorbia cerifera (candelilla) wax, coco caprylate/caprate, rosmarinus officinalis (rosemary) leaf extract, vanillin*, 3-hexenol*, hexyl hexanoate*, cis-3-hexenyl acetate*, gamma-decalactone*, *flavour (arôme).",
METAFIELD,'20169350742064,value,fr,,626232119831,
METAFIELD,'20169350774832,value,fr,,137387,
METAFIELD,'20169350807600,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169350840368,value,fr,,80109103,
METAFIELD,'20169350873136,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169350905904,value,fr,,"Featuring our new and improved design and our revolutionary biodegradable carboard packaging, it offers great hydration, nourishes and softens while protecting skin from the sun.",
METAFIELD,'20169350938672,value,fr,,Canada,
METAFIELD,'20169350971440,value,fr,,Attitude,
METAFIELD,'20169351004208,value,fr,,8.5g,
METAFIELD,'20169351036976,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169351069744,value,fr,,"Innovative biodegradable packaging.

Clean high-performance formula.

With jojoba oil to nourish and protect.

Offers tender loving care to both lips and the planet.

",
METAFIELD,'20169351102512,value,fr,,"Helianthus annuus (sunflower) seed oil, cocos nucifera (coconut) oil, butyrospermum parkii (shea) Butter, behenyl behenate, helianthus annuus (sunflower) seed wax, ricinus communis (castor) seed oil, coco-caprylate/caprate, polyhydroxystearic acid, olea europaea (olive) fruit oil, euphorbia cerifera (candelilla) wax, mentha piperita (peppermint) oil*, rosmarinus officinalis (rosemary) leaf extract, caprylic/capric triglyceride, menthol, hydrolyzed corn starch octenylsuccinate, sodium starch octenylsuccinate, hydrated silica.",
METAFIELD,'20169351135280,value,fr,,626232119800,
METAFIELD,'20169351168048,value,fr,,137388,
METAFIELD,'20169351200816,value,fr,,"Eco friendly household cleaners, health and beauty products and baby products.",
METAFIELD,'20169351233584,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169351266352,value,fr,,"Packed with hydrating and nourishing actives, shea butter and coconut oil, our new lip balms are an ideal complement to a zero-plastic body 
care routine.",
METAFIELD,'20169351299120,value,fr,,Canada,
METAFIELD,'20169351331888,value,fr,,Attitude,
METAFIELD,'20169351364656,value,fr,,800.0ml,
METAFIELD,'20169351397424,value,fr,,"Canadian

Vegan

",
METAFIELD,'20169351430192,value,fr,,"Safe for whites, colors and all colorfast washables, it’s made with worry-free, plant- and mineral-based hypoallergenic ingredients as natural as sunlight

It’s tough on stains, but gentle on you and the environment

Free of synthetic fragrances: naturally scented with an invigorating citrus aroma.

",
METAFIELD,'20169351462960,value,fr,,Spray directly onto stain. Rub ATTITUDE laundry stain remover into fabric. Let penetrate 1 to 5 minutes depending upon the severity of the stain. Wash with laundry detergent. Always check labels for special instructions. Do not let dry on garment. KEEP OUT OF REACH OF CHILDREN. / Vaporisez directement sur la tache. Frottez le détachant ATTITUDE sur le tissu. Laisser pénétrer 1 à 5 minutes selon la gravité de la tache. Lavez avec un détergent à lessive. Vérifiez toujours les étiquettes pour des instructions spéciales. Ne laissez pas sécher sur le vêtement. GARDER HORS DE LA PORTÉE DES ENFANTS.,
